,Unnamed: 0,S_1_COMID,S_1_unitarea,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
17,1462,35006943,34.26525362090659,71.23975558262283,181.3634303017999,10,71.23975558262283,181.3634303017999,10,34265262.43629316,10,57606.0,71.25,-178.75,250284379.84167224,57606,18460071.929168742,0.5387401297010398,0.0737563883964569,0.5387401297010405,0.073756388396457,40.0,5.0,1
18,1464,35000853,42.606702816830335,71.23602443936433,181.947725778358,11,71.23602443936433,181.947725778358,11,42606691.27525723,11,57609.0,71.25,-178.0,250284379.84167224,57609,33550442.57381113,0.7874453887315749,0.1340492866356056,0.7874453887315733,0.1528889098202232,40.0,8.0,1
19,1465,35000853,42.606702816830335,71.23602443936433,181.947725778358,11,71.23602443936433,181.947725778358,11,42606691.27525723,11,57608.0,71.25,-178.25,250284379.84171087,57608,9056248.701446185,0.2125546112684271,0.0361838349927138,0.2125546112684266,0.0361838349927138,40.0,7.0,1
20,1468,35027281,37.49766397266038,67.76284274369505,177.23706417081192,12,67.76284274369505,177.23706417081192,12,37497655.15077798,12,79190.0,67.75,177.25,294670503.8072472,79190,37497655.15077798,1.0,0.1272528287232519,1.0,0.1272528287232518,54.0,1429.0,1
21,1470,35052693,26.462994669127003,62.50848189170191,175.33593969760898,13,62.50848189170191,175.33593969760898,13,26462993.539816342,13,109423.0,62.5,175.5,359002578.4682683,109423,3797568.3028181074,0.1435048645235191,0.0105781087117004,0.1435048645235191,0.0105781087117004,75.0,1422.0,1
22,1471,35052693,26.462994669127003,62.50848189170191,175.33593969760898,13,62.50848189170191,175.33593969760898,13,26462993.539816342,13,109422.0,62.5,175.25,359002578.4683237,109422,22665425.23699824,0.8564951354764808,0.0631344357851126,0.8564951354764808,0.0631344357851126,75.0,1421.0,1
23,1473,35027280,31.83280561209667,67.77526139593824,178.67397316688928,14,67.77526139593824,178.67397316688928,14,31832789.556261662,14,79196.0,67.75,178.75,294670503.8072473,79196,28593725.21285571,0.8982475495061093,0.0970362653995383,0.8982475495061097,0.0970362653995383,54.0,1435.0,1
24,1474,35027280,31.83280561209667,67.77526139593824,178.67397316688928,14,67.77526139593824,178.67397316688928,14,31832789.556261662,14,79195.0,67.75,178.5,294670503.8072473,79195,3239064.343405942,0.1017524504938902,0.010992156668401,0.1017524504938903,0.010992156668401,54.0,1434.0,1
25,1476,35027278,48.242190231435366,67.75095379481955,177.112294536817,15,67.75095379481955,177.112294536817,15,48242188.18092845,15,79189.0,67.75,177.0,294670503.8072472,79189,30937201.734366857,0.641289354834805,0.1049891364580005,0.6412893548348054,0.1049891364580005,54.0,1428.0,1
26,1477,35027278,48.242190231435366,67.75095379481955,177.112294536817,15,67.75095379481955,177.112294536817,15,48242188.18092845,15,79190.0,67.75,177.25,294670503.8072472,79190,17304986.446561556,0.3587106451651943,0.0587265648341961,0.3587106451651946,0.0587265648341961,54.0,1429.0,1
27,1479,35027277,67.11015763550867,67.74177773710754,176.99176773222686,16,67.74177773710754,176.99176773222686,16,67110139.06737012,16,79189.0,67.75,177.0,294670503.8072472,79189,67110139.06737003,0.9999999999999988,0.2277463750198383,1.0,0.2277463750198382,54.0,1428.0,1
28,1482,35027803,72.53515307447886,65.98467851715321,184.84421419794944,17,65.98467851715321,184.84421419794944,17,72535154.54936707,17,87861.0,66.0,-175.0,316435055.5143934,87861,26491241.412457462,0.3652193419458099,0.0837177833201621,0.3652193419458109,0.1840967512065453,61.0,20.0,1
29,1481,35027803,72.53515307447886,65.98467851715321,184.84421419794944,17,65.98467851715321,184.84421419794944,17,72535154.54936707,17,87860.0,66.0,-175.25,316435055.51444227,87860,46043913.13690941,0.6347806580541874,0.1455082562267123,0.634780658054189,0.1455082562267123,61.0,19.0,1
30,1484,35027273,31.897426397806417,67.74930960446183,179.72756321426132,18,67.74930960446183,179.72756321426132,18,31897406.76138325,18,79200.0,67.75,179.75,294670503.8072472,79200,31897406.76138325,1.0,0.1082477083700522,1.0,0.1082477083700522,54.0,1439.0,1
31,1486,35037412,51.265182529166495,66.00042532519477,178.18717663397558,19,66.00042532519477,178.18717663397558,19,51265181.61657608,19,89274.0,66.0,178.25,316435055.51444227,89274,48884690.9707896,0.953565157272031,0.1544856997317052,0.9535651572720314,0.1544856997317052,61.0,1433.0,1
32,1487,35037412,51.265182529166495,66.00042532519477,178.18717663397558,19,66.00042532519477,178.18717663397558,19,51265181.61657608,19,89273.0,66.0,178.0,316435055.5143934,89273,2380490.6457864563,0.0464348427279685,0.007522841114796,0.0464348427279686,0.007522841114796,61.0,1432.0,1
33,1489,35052689,43.57738008786846,62.50932459431439,179.1466303684725,20,62.50932459431439,179.1466303684725,20,43577374.40697226,20,109437.0,62.5,179.0,359002578.4683237,109437,12796407.328687515,0.2936479653221174,0.03564433264876,0.2936479653221173,0.0380239303703656,75.0,1436.0,1
34,1490,35052689,43.57738008786846,62.50932459431439,179.1466303684725,20,62.50932459431439,179.1466303684725,20,43577374.40697226,20,109438.0,62.5,179.25,359002578.4682683,109438,30780967.078284767,0.7063520346778831,0.0857402395537542,0.7063520346778828,0.1683249039134869,75.0,1437.0,1
35,1492,35037411,51.83193566249022,65.98790804207671,181.50394881800676,21,65.98790804207671,181.50394881800676,21,51831934.45944575,21,87847.0,66.0,-178.5,316435055.5143934,87847,51831934.45944575,1.0,0.1637995966508461,1.0,0.1954565433031871,61.0,6.0,1
36,1494,35046192,25.07876742241772,64.19989027194559,175.0866385472902,22,64.19989027194559,175.0866385472902,22,25078760.715744644,22,99341.0,64.25,175.0,337885902.7064298,99341,21303900.647038728,0.8494798003979507,0.0630505755830497,0.849479800397951,0.1406775339016581,68.0,1420.0,1
37,1495,35046192,25.07876742241772,64.19989027194559,175.0866385472902,22,64.19989027194559,175.0866385472902,22,25078760.715744644,22,99342.0,64.25,175.25,337885902.706482,99342,3774860.0687059057,0.1505201996020488,0.011171996340981,0.1505201996020489,0.011175718099918,68.0,1421.0,1
38,1497,35006934,94.00360578160704,71.2188726332632,179.59804554702802,23,71.2188726332632,179.59804554702802,23,94003702.20767637,23,59040.0,71.25,179.75,250284379.84167224,59040,38695391.25932089,0.4116368861072476,0.1546056980615381,0.4116368861072484,0.1546056980615381,40.0,1439.0,1
39,1496,35006934,94.00360578160704,71.2188726332632,179.59804554702802,23,71.2188726332632,179.59804554702802,23,94003702.20767637,23,59039.0,71.25,179.5,250284379.84167224,59039,55308310.94835527,0.5883631138927503,0.2209818726336131,0.5883631138927515,0.2304972831738171,40.0,1438.0,1
40,1501,35002275,47.492228612807935,69.46156438353246,177.10284758162447,24,69.46156438353246,177.10284758162447,24,47492233.300631456,24,69109.0,69.5,177.0,272613164.4705422,69109,29250850.69848338,0.6159080899253997,0.1072980123879679,0.6159080899254015,0.1235474346912148,47.0,1428.0,1
41,1500,35002275,47.492228612807935,69.46156438353246,177.10284758162447,24,69.46156438353246,177.10284758162447,24,47492233.300631456,24,69110.0,69.5,177.25,272613164.4705422,69110,18241382.60214794,0.3840919100745975,0.0669130657632605,0.3840919100745986,0.0866272804070903,47.0,1429.0,1
42,1504,35028291,105.71060430246884,65.98632457016085,184.61504367720468,25,65.98632457016085,184.61504367720468,25,105710611.29790476,25,87859.0,66.0,-175.5,316435055.5143934,87859,56849842.21029282,0.5377874700779411,0.1796572194502228,0.5377874700779403,0.1796572194502228,61.0,18.0,1
43,1503,35028291,105.71060430246884,65.98632457016085,184.61504367720468,25,65.98632457016085,184.61504367720468,25,105710611.29790476,25,87860.0,66.0,-175.25,316435055.51444227,87860,48860769.08761211,0.4622125299220604,0.1544101016500116,0.4622125299220597,0.1544101016500116,61.0,19.0,1
44,1507,35000849,64.9020349476309,71.21302653043693,182.2725843922612,26,71.21302653043693,182.2725843922612,26,64901997.96959891,26,57609.0,71.25,-178.0,250284379.84167224,57609,143592.811396372,0.0022124559472519,0.0005737186295333,0.0022124559472519,0.0006543504856639,40.0,8.0,1
45,1505,35000849,64.9020349476309,71.21302653043693,182.2725843922612,26,71.21302653043693,182.2725843922612,26,64901997.96959891,26,57611.0,71.25,-177.5,250284379.8416722,57611,4991734.417863611,0.0769118759672362,0.019944250700029,0.0769118759672362,0.9428044583612748,40.0,10.0,1
46,1506,35000849,64.9020349476309,71.21302653043693,182.2725843922612,26,71.21302653043693,182.2725843922612,26,64901997.96959891,26,57610.0,71.25,-177.75,250284379.8417109,57610,59766670.74033895,0.920875668085512,0.2387950489684478,0.920875668085512,0.4696750288052243,40.0,9.0,1
47,1510,35027269,32.30192542888052,67.75991464032428,183.252890155353,27,67.75991464032428,183.252890155353,27,32301941.78836369,27,77774.0,67.75,-176.75,294670503.8072472,77774,32301941.78836373,1.000000000000001,0.1096205469193937,1.0,0.1096205469193936,54.0,13.0,1
48,1512,35000854,53.09293356644763,71.21650764293342,180.4339183587806,28,71.21650764293342,180.4339183587806,28,53092934.908317626,28,57603.0,71.25,-179.5,250284379.8416722,57603,45727670.49113952,0.8612759978348034,0.1827028539298635,0.8612759978348028,0.1827028539298635,40.0,2.0,1
49,1511,35000854,53.09293356644763,71.21650764293342,180.4339183587806,28,71.21650764293342,180.4339183587806,28,53092934.908317626,28,57602.0,71.25,-179.75,250284379.8416722,57602,7365264.41717813,0.1387240021651972,0.0294275832228816,0.1387240021651971,0.0294275832228816,40.0,1.0,1
50,1517,35008277,137.931669752496,67.76514492151972,178.288644585458,29,67.76514492151972,178.288644585458,29,137931652.71415266,29,79195.0,67.75,178.5,294670503.8072473,79195,32183628.410184093,0.2333302601461676,0.1092190361585574,0.2333302601461675,0.1092190361585575,54.0,1434.0,1
51,1515,35008277,137.931669752496,67.76514492151972,178.288644585458,29,67.76514492151972,178.288644585458,29,137931652.71415266,29,79193.0,67.75,178.0,294670503.8072473,79193,9201088.273802323,0.0667075909897963,0.0312250060827975,0.0667075909897962,0.0312250060827975,54.0,1432.0,1
52,1516,35008277,137.931669752496,67.76514492151972,178.288644585458,29,67.76514492151972,178.288644585458,29,137931652.71415266,29,79194.0,67.75,178.25,294670503.8072928,79194,96546936.03016631,0.6999621488640366,0.3276437063863903,0.6999621488640363,0.3276437063863903,54.0,1433.0,1
53,1519,35046188,25.810139015190853,64.23042976710336,177.71635322658898,30,64.23042976710336,177.71635322658898,30,25810146.973750584,30,99352.0,64.25,177.75,337885902.706482,99352,25810146.973750584,1.0,0.076387167286383,1.0,0.1827814800375568,68.0,1431.0,1
54,1520,35006930,35.74580273822985,71.24110996523443,179.76742592880876,31,71.24110996523443,179.76742592880876,31,35745798.79460255,31,59040.0,71.25,179.75,250284379.84167224,59040,35745798.79460255,1.0,0.1428207338277164,1.0,0.1428207338277165,40.0,1439.0,1
55,1523,35027267,31.69562857347304,67.74352199145832,176.74065096094247,32,67.74352199145832,176.74065096094247,32,31695650.0545181,32,79187.0,67.75,176.5,294670503.8072928,79187,2083022.138178513,0.0657194957224606,0.0070689876023042,0.0657194957224606,0.0070689876023042,54.0,1426.0,1
56,1524,35027267,31.69562857347304,67.74352199145832,176.74065096094247,32,67.74352199145832,176.74065096094247,32,31695650.0545181,32,79188.0,67.75,176.75,294670503.8072473,79188,29612627.91633959,0.9342805042775396,0.1004940349771488,0.9342805042775392,0.1004940349771489,54.0,1427.0,1
57,1526,35046186,51.15916518588944,64.24827003522671,175.78112028474956,33,64.24827003522671,175.78112028474956,33,51159152.56249712,33,99344.0,64.25,175.75,337885902.706482,99344,50124353.754854426,0.9797729486160164,0.1483469814909589,0.9797729486160164,0.1483469814909589,68.0,1423.0,1
58,1527,35046186,51.15916518588944,64.24827003522671,175.78112028474956,33,64.24827003522671,175.78112028474956,33,51159152.56249712,33,99345.0,64.25,176.0,337885902.7064298,99345,1034798.8076426894,0.0202270513839836,0.0030625687528069,0.0202270513839836,0.0030625687528069,68.0,1424.0,1
59,1530,35037403,35.491965225344686,66.01125598244052,177.32756832359652,34,66.01125598244052,177.32756832359652,34,35491957.85356643,34,89270.0,66.0,177.25,316435055.5143934,89270,34624877.68764116,0.975569672163404,0.109421750480064,0.975569672163404,0.1094217504800639,61.0,1429.0,1
60,1529,35037403,35.491965225344686,66.01125598244052,177.32756832359652,34,66.01125598244052,177.32756832359652,34,35491957.85356643,34,89271.0,66.0,177.5,316435055.5143934,89271,867080.1659252769,0.024430327836596,0.0027401520495754,0.024430327836596,0.0027401520495754,61.0,1430.0,1
61,1532,35046183,57.73173607416362,64.23638532856218,175.65721519193235,35,64.23638532856218,175.65721519193235,35,57731727.30183376,35,99344.0,64.25,175.75,337885902.706482,99344,38482015.88065156,0.6665661617824007,0.1138905635671947,0.6665661617823992,0.1138905635671947,68.0,1423.0,1
62,1533,35046183,57.73173607416362,64.23638532856218,175.65721519193235,35,64.23638532856218,175.65721519193235,35,57731727.30183376,35,99343.0,64.25,175.5,337885902.7064298,99343,19249711.421182323,0.3334338382176014,0.0569710404222082,0.3334338382176007,0.0569710404222081,68.0,1422.0,1
63,1535,35006922,43.17111334401171,71.18955280218843,181.27167856681305,36,71.18955280218843,181.27167856681305,36,43171184.20280868,36,57605.0,71.25,-179.0,250284379.84171087,57605,50284.75414142346,0.0011647758816435,0.000200910477007,0.0011647758816435,0.000200910477007,40.0,4.0,1
64,1534,35006922,43.17111334401171,71.18955280218843,181.27167856681305,36,71.18955280218843,181.27167856681305,36,43171184.20280868,36,57607.0,71.25,-178.5,250284379.84167224,57607,403986.6187914108,0.009357784046265,0.0016141103933332,0.009357784046265,0.0016141103933332,40.0,6.0,1
65,1536,35006922,43.17111334401171,71.18955280218843,181.27167856681305,36,71.18955280218843,181.27167856681305,36,43171184.20280868,36,57606.0,71.25,-178.75,250284379.84167224,57606,42716912.82987584,0.9894774400720914,0.1706735069000238,0.9894774400720914,0.170673506900024,40.0,5.0,1
66,1539,35006921,65.24515279975759,71.20620295612784,181.48664769248288,37,71.20620295612784,181.48664769248288,37,65245179.581859805,37,57606.0,71.25,-178.75,250284379.84167224,57606,2257438.8044730234,0.0345993193511059,0.0090194953672341,0.0345993193511059,0.0090194953672341,40.0,5.0,1
67,1538,35006921,65.24515279975759,71.20620295612784,181.48664769248288,37,71.20620295612784,181.48664769248288,37,65245179.581859805,37,57607.0,71.25,-178.5,250284379.84167224,57607,62987740.77738678,0.965400680648894,0.2516646896511571,0.965400680648894,0.2516646896511573,40.0,6.0,1
68,1542,35052677,27.337449681825124,62.52472675803087,178.8991192836663,38,62.52472675803087,178.8991192836663,38,27337451.597569343,38,109436.0,62.5,178.75,359002578.4682683,109436,10549024.488317989,0.3858817801896331,0.0293842582783856,0.3858817801896336,0.0340073765771111,75.0,1435.0,1
69,1543,35052677,27.337449681825124,62.52472675803087,178.8991192836663,38,62.52472675803087,178.8991192836663,38,27337451.597569343,38,109437.0,62.5,179.0,359002578.4683237,109437,16788427.109251324,0.6141182198103656,0.0467640850404996,0.6141182198103664,0.0498860318395011,75.0,1436.0,1
70,1546,35006920,100.80710102698308,71.1985872240968,181.02159574320928,39,71.1985872240968,181.02159574320928,39,100807087.34472276,39,57604.0,71.25,-179.25,250284379.84167224,57604,10039658.187693514,0.0995927811440639,0.0401130034325135,0.0995927811440639,0.0401130034325135,40.0,3.0,1
71,1544,35006920,100.80710102698308,71.1985872240968,181.02159574320928,39,71.1985872240968,181.02159574320928,39,100807087.34472276,39,57605.0,71.25,-179.0,250284379.84171087,57605,66984812.64116498,0.664485150851565,0.2676348107841514,0.6644851508515647,0.2676348107841514,40.0,4.0,1
72,1545,35006920,100.80710102698308,71.1985872240968,181.02159574320928,39,71.1985872240968,181.02159574320928,39,100807087.34472276,39,57606.0,71.25,-178.75,250284379.84167224,57606,23782616.515864287,0.2359220680043713,0.095022376270181,0.2359220680043712,0.095022376270181,40.0,5.0,1
73,1549,35002451,112.73538771539486,69.48079189637397,177.4919228631616,40,69.48079189637397,177.4919228631616,40,112735390.08890286,40,69111.0,69.5,177.5,272613164.4705422,69111,106589447.34798768,0.94548346587466,0.3909915632834578,0.94548346587466,0.5018036646545357,47.0,1430.0,1
74,1550,35002451,112.73538771539486,69.48079189637397,177.4919228631616,40,69.48079189637397,177.4919228631616,40,112735390.08890286,40,69112.0,69.5,177.75,272613164.4705843,69112,2721515.233521014,0.0241407354990729,0.009983066073886,0.0241407354990729,0.0178129821385446,47.0,1431.0,1
75,1551,35002451,112.73538771539486,69.48079189637397,177.4919228631616,40,69.48079189637397,177.4919228631616,40,112735390.08890286,40,69110.0,69.5,177.25,272613164.4705422,69110,3424427.5073941955,0.0303757986262672,0.0125614898827243,0.0303757986262672,0.016262409949225,47.0,1429.0,1
76,1554,35037396,27.51582291803522,66.0163424211467,177.42483548291003,41,66.0163424211467,177.42483548291003,41,27515825.766845018,41,89270.0,66.0,177.25,316435055.5143934,89270,2390357.384488281,0.086872093345224,0.0075540220428566,0.0868720933452242,0.0075540220428565,61.0,1429.0,1
77,1553,35037396,27.51582291803522,66.0163424211467,177.42483548291003,41,66.0163424211467,177.42483548291003,41,27515825.766845018,41,89271.0,66.0,177.5,316435055.5143934,89271,25125468.382356662,0.9131279066547732,0.079401659027673,0.9131279066547756,0.079401659027673,61.0,1430.0,1
78,1557,35037395,35.38021915907008,65.99290465540086,182.1539243704441,42,65.99290465540086,182.1539243704441,42,35380228.283794366,42,87850.0,66.0,-177.75,316435055.51444227,87850,27078593.66604865,0.7653594953894569,0.0855739375083642,0.7653594953894566,0.0855739375083642,61.0,9.0,1
79,1556,35037395,35.38021915907008,65.99290465540086,182.1539243704441,42,65.99290465540086,182.1539243704441,42,35380228.283794366,42,87849.0,66.0,-178.0,316435055.5143934,87849,8301634.617745738,0.2346405046105436,0.026234876550737,0.2346405046105435,0.026234876550737,61.0,8.0,1
80,1559,35052673,43.4638372139629,62.49135392759883,175.5006571498518,43,62.49135392759883,175.5006571498518,43,43463831.60303675,43,109423.0,62.5,175.5,359002578.4682683,109423,43463831.60303675,1.0,0.1210682992542307,1.0,0.1210682992542307,75.0,1422.0,1
81,1562,35016149,111.16020666610106,69.48523500486282,176.6685511138986,44,69.48523500486282,176.6685511138986,44,111160178.10886408,44,69107.0,69.5,176.5,272613164.4705843,69107,35370237.61144085,0.3181916241336103,0.1297451562184459,0.3181916241336108,0.1297451562184459,47.0,1426.0,1
82,1561,35016149,111.16020666610106,69.48523500486282,176.6685511138986,44,69.48523500486282,176.6685511138986,44,111160178.10886408,44,69108.0,69.5,176.75,272613164.4705422,69108,75789940.49742301,0.6818083758663879,0.2780127681824135,0.6818083758663891,0.2786461724043644,47.0,1427.0,1
83,1565,35037391,30.114008924128463,66.0090447012139,181.41051441409925,45,66.0090447012139,181.41051441409925,45,30114007.202134594,45,87847.0,66.0,-178.5,316435055.5143934,87847,26273202.23313563,0.8724578584570866,0.0830287345705936,0.8724578584570872,0.099075393259964,61.0,6.0,1
84,1564,35037391,30.114008924128463,66.0090447012139,181.41051441409925,45,66.0090447012139,181.41051441409925,45,30114007.202134594,45,87846.0,66.0,-178.75,316435055.5143934,87846,3840804.9689989416,0.1275421415429126,0.0121377353806624,0.1275421415429127,0.0456725468375281,61.0,5.0,1
85,1567,35017530,47.649814582217,65.98016990351017,183.07021254861425,46,65.98016990351017,183.07021254861425,46,47649810.87654885,46,87854.0,66.0,-176.75,316435055.5143934,87854,11357695.010585058,0.238357609435441,0.0358926573167505,0.2383576094354408,0.0358926573167505,61.0,13.0,1
86,1568,35017530,47.649814582217,65.98016990351017,183.07021254861425,46,65.98016990351017,183.07021254861425,46,47649810.87654885,46,87853.0,66.0,-177.0,316435055.5143934,87853,36292115.86596382,0.7616423905645595,0.1146905667798649,0.7616423905645592,0.1146905667798649,61.0,12.0,1
87,1570,35046174,62.1843312764005,64.23061739769629,175.52419843523458,47,64.23061739769629,175.52419843523458,47,62184375.38722388,47,99344.0,64.25,175.75,337885902.706482,99344,3963847.0283885137,0.0637434565146875,0.0117313181658006,0.0637434565146875,0.0117313181658006,68.0,1423.0,1
88,1571,35046174,62.1843312764005,64.23061739769629,175.52419843523458,47,64.23061739769629,175.52419843523458,47,62184375.38722388,47,99343.0,64.25,175.5,337885902.7064298,99343,58220528.35883541,0.9362565434853132,0.1723082493010073,0.9362565434853124,0.1723082493010072,68.0,1422.0,1
89,1573,35046173,65.20772228115464,64.22141403953661,178.27096151998907,48,64.22141403953661,178.27096151998907,48,65207725.501107246,48,99354.0,64.25,178.25,337885902.706482,99354,65207725.501107246,1.0,0.1929874107762126,1.0,0.4422575907203255,68.0,1433.0,1
90,1576,35052668,30.78870228054876,62.51339117672456,176.3152761590263,49,62.51339117672456,176.3152761590263,49,30788690.906596787,49,109427.0,62.5,176.5,359002578.4683237,109427,517659.9855750736,0.0168133158745037,0.0014419394640106,0.0168133158745037,0.0018530712876523,75.0,1426.0,1
91,1575,35052668,30.78870228054876,62.51339117672456,176.3152761590263,49,62.51339117672456,176.3152761590263,49,30788690.906596787,49,109426.0,62.5,176.25,359002578.4682683,109426,30271030.92102172,0.9831866841254964,0.0843198147773117,0.9831866841254964,0.0875677065259218,75.0,1425.0,1
92,1578,35016144,40.37868193232698,69.45551254103098,176.85348962640035,50,69.45551254103098,176.85348962640035,50,40378677.74666891,50,69108.0,69.5,176.75,272613164.4705422,69108,27976046.22172477,0.6928420588024997,0.1026217727821716,0.6928420588025013,0.1028555788212585,47.0,1427.0,1
93,1579,35016144,40.37868193232698,69.45551254103098,176.85348962640035,50,69.45551254103098,176.85348962640035,50,40378677.74666891,50,69109.0,69.5,177.0,272613164.4705422,69109,12402631.524944052,0.307157941197498,0.0454953507070427,0.3071579411974987,0.0523852562143321,47.0,1428.0,1
94,1581,35006904,33.3306193142461,71.20207713003241,179.32262880562092,51,71.20207713003241,179.32262880562092,51,33330600.533795297,51,59038.0,71.25,179.25,250284379.8416722,59038,28887786.470638715,0.8667046500211772,0.1154198535638256,0.8667046500211775,0.2403004394126036,40.0,1437.0,1
95,1580,35006904,33.3306193142461,71.20207713003241,179.32262880562092,51,71.20207713003241,179.32262880562092,51,33330600.533795297,51,59039.0,71.25,179.5,250284379.84167224,59039,4442814.063156575,0.1332953499788225,0.0177510640734634,0.1332953499788226,0.018515419358227,40.0,1438.0,1
96,1584,35027242,33.395113654257514,67.71367119992146,178.49759868421054,52,67.71367119992146,178.49759868421054,52,33395102.2912836,52,79195.0,67.75,178.5,294670503.8072473,79195,33395102.2912836,1.0,0.1133303193221141,1.0,0.1133303193221142,54.0,1434.0,1
97,1587,35037384,66.916583592587,65.98612220937159,178.69690367294035,53,65.98612220937159,178.69690367294035,53,66916573.08960463,53,89276.0,66.0,178.75,316435055.5143934,89276,49626524.2445274,0.7416178377526148,0.1568300457857144,0.7416178377526159,0.1568300457857145,61.0,1435.0,1
